"","tfs_alarm_time","tfs_arrival_time","area_of_origin","civilian_casualties","estimated_dollar_loss","extent_of_fire","fire_alarm_system_presence","ignition_source","smoke_alarm_at_fire_origin","sprinkler_system_operation"
"4167","2012-08-10T18:18:47","2012-08-10T18:24:51","21 - Living Area (e.g. living, TV, recreation, etc)",0,250000,"4 - Spread beyond room of origin, same floor","1 -  Fire alarm system present","55 - Candle","3 - Floor/suite of fire origin: Smoke alarm present did not operate","2 - Did not activate: remote from fire"
"4168","2012-08-11T13:50:48","2012-08-11T13:56:48","24 - Cooking Area or Kitchen",1,50000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4169","2016-07-19T12:53:29","2016-07-19T12:58:42","49 - Other Storage Area",0,5e+05,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","93 - Hot Ashes, Embers, Spark","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated"
"4170","2012-08-14T09:11:45","2012-08-14T09:14:38","30 - Sales, Showroom Area",0,80000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","29 - Extension Cord, Temporary Wiring","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"4171","2012-08-15T21:44:46","2012-08-15T21:50:57","55 - Mechanical/Electrical Services Room",0,60000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","30 - Other Electrical Distribution Item","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"4172","2013-11-03T00:23:47","2013-11-03T00:30:36","21 - Living Area (e.g. living, TV, recreation, etc)",0,40000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","55 - Candle","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4173","2016-04-01T23:10:20","2016-04-01T23:16:45","42 - Garage",0,5000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","47 - Refrigerator, Freezer (includes vending machine)","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"4174","2012-08-17T02:14:01","2012-08-17T02:18:08","24 - Cooking Area or Kitchen",0,35000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","29 - Extension Cord, Temporary Wiring","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","8 - Not applicable - no sprinkler system present"
"4175","2017-02-08T06:33:14","2017-02-08T06:37:19","21 - Living Area (e.g. living, TV, recreation, etc)",0,25000,"3 - Spread to entire room of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present"
"4176","2017-06-17T14:13:59","2017-06-17T14:18:56","69 - Attic Area",0,30000,"9 - Confined to roof/exterior structure","2 - No Fire alarm system","79 - Other Open Flame Tools/Smokers' Articles","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","8 - Not applicable - no sprinkler system present"
"4177","2015-11-05T17:23:01","2015-11-05T17:28:43","24 - Cooking Area or Kitchen",0,15000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"4178","2012-08-25T13:34:37","2012-08-25T13:39:19","24 - Cooking Area or Kitchen",0,25000,"3 - Spread to entire room of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"4179","2014-05-02T00:27:00","2014-05-02T00:36:51","24 - Cooking Area or Kitchen",0,10000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated"
"4180","2013-06-01T14:16:23","2013-06-01T14:20:08","24 - Cooking Area or Kitchen",1,500,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4181","2013-06-03T15:29:34","2013-06-03T15:34:49","12 - Hallway, Corridor",0,1,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"4182","2015-05-06T20:07:08","2015-05-06T20:10:50","22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,5000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","19 - Other Cooking Items (eg Toaster, Kettle, elec frying pan)","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present"
"4183","2015-05-07T18:59:25","2015-05-07T19:04:06","64 - Porch or Balcony",0,150,"9 - Confined to roof/exterior structure","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"4184","2013-05-24T05:32:10","2013-05-24T05:35:41","21 - Living Area (e.g. living, TV, recreation, etc)",0,50,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4185","2017-01-17T17:51:08","2017-01-17T17:55:38","24 - Cooking Area or Kitchen",0,100,"1 - Confined to object of origin","1 -  Fire alarm system present","19 - Other Cooking Items (eg Toaster, Kettle, elec frying pan)","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4186","2017-04-10T15:55:17","2017-04-10T16:00:39","83 - Electrical Systems",0,200,"1 - Confined to object of origin","1 -  Fire alarm system present","21 - Transformer","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"4187","2015-02-05T17:07:27","2015-02-05T17:11:38","24 - Cooking Area or Kitchen",1,5000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"4188","2016-02-07T13:30:28","2016-02-07T13:34:18","24 - Cooking Area or Kitchen",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"4189","2012-08-28T16:34:43","2012-08-28T16:39:34","74 - Storage Area (outside)",0,20000,"11 - Spread beyond building of origin, resulted in exposure fire(s)","2 - No Fire alarm system","14 - Open Fired Barbeque - Fixed or Portable","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"4190","2013-11-14T17:05:51","2013-11-14T17:10:58","24 - Cooking Area or Kitchen",0,1000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4191","2013-11-15T16:05:05","2013-11-15T16:10:20","21 - Living Area (e.g. living, TV, recreation, etc)",0,20000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","24 - Circuit Wiring - Copper","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"4192","2013-11-18T11:32:07","2013-11-18T11:35:50","24 - Cooking Area or Kitchen",0,45000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"4193","2016-04-08T13:59:56","2016-04-08T14:03:40","23 - Dining or Beverage Area (inc mess, canteen, lunchroom, cafeteria",0,30000,"7 - Spread to other floors, confined to building","2 - No Fire alarm system","72 - Cutting/Welding Equipment","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"4194","2012-09-06T03:47:07","2012-09-06T03:52:16","23 - Dining or Beverage Area (inc mess, canteen, lunchroom, cafeteria",0,10000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","24 - Circuit Wiring - Copper","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated"
"4195","2013-11-20T08:05:29","2013-11-20T08:09:43","58 - Ducting - Exhaust (inc cooking, fumes, etc.)",0,2000,"1 - Confined to object of origin","1 -  Fire alarm system present","72 - Cutting/Welding Equipment","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4196","2017-02-10T00:26:35","2017-02-10T00:32:28","24 - Cooking Area or Kitchen",0,50000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","19 - Other Cooking Items (eg Toaster, Kettle, elec frying pan)","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4197","2015-05-12T08:13:18","2015-05-12T08:16:44","64 - Porch or Balcony",0,120000,"3 - Spread to entire room of origin","1 -  Fire alarm system present","93 - Hot Ashes, Embers, Spark","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","8 - Not applicable - no sprinkler system present"
"4198","2012-09-07T12:40:36","2012-09-07T12:48:46","21 - Living Area (e.g. living, TV, recreation, etc)",0,1e+05,"1 - Confined to object of origin","2 - No Fire alarm system","55 - Candle","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"4199","2016-07-24T05:53:43","2016-07-24T05:59:12","64 - Porch or Balcony",0,10000,"9 - Confined to roof/exterior structure","2 - No Fire alarm system","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present"
"4200","2012-09-11T01:59:11","2012-09-11T02:06:17","25 - Washroom or Bathroom (toilet,restroom/locker room)",0,75000,"1 - Confined to object of origin","1 -  Fire alarm system present","73 - Blow Torch, Bunsen Burner","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present"
"4201","2016-04-09T13:18:22","2016-04-09T13:23:31","64 - Porch or Balcony",0,1e+05,"3 - Spread to entire room of origin","1 -  Fire alarm system present","79 - Other Open Flame Tools/Smokers' Articles","3 - Floor/suite of fire origin: Smoke alarm present did not operate","2 - Did not activate: remote from fire"
"4202","2016-04-09T19:44:18","2016-04-09T19:49:43","73 - Parking Area, Parking Lot",0,60000,"10 - Spread beyond building of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4203","2015-02-08T23:18:37","2015-02-08T23:25:12","24 - Cooking Area or Kitchen",1,3000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present"
"4204","2014-05-17T15:26:30","2014-05-17T15:32:04","24 - Cooking Area or Kitchen",0,3000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4205","2014-05-27T13:10:13","2014-05-27T13:14:42","24 - Cooking Area or Kitchen",0,60000,"4 - Spread beyond room of origin, same floor","1 -  Fire alarm system present","11 - Stove, Range-top burner","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present"
"4206","2013-11-26T10:41:45","2013-11-26T10:47:49","24 - Cooking Area or Kitchen",0,1e+05,"3 - Spread to entire room of origin","2 - No Fire alarm system","26 - Terminations-Copper (incl receptacles, switches, lights)","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present"
"4207","2014-09-22T15:32:42","2014-09-22T15:35:29","83 - Electrical Systems",0,20000,"1 - Confined to object of origin","1 -  Fire alarm system present","81 - Vehicle - Electrical","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4208","2017-07-29T17:03:03","2017-07-29T17:08:33","22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,10000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","79 - Other Open Flame Tools/Smokers' Articles","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","8 - Not applicable - no sprinkler system present"
"4209","2015-05-14T16:48:06","2015-05-14T16:53:58","24 - Cooking Area or Kitchen",0,250000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4210","2013-11-27T18:46:55","2013-11-27T18:52:14","47 - Shipping/Receiving/Loading Platform",0,150000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","29 - Extension Cord, Temporary Wiring","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated"
