"","tfs_alarm_time","tfs_arrival_time","area_of_origin","civilian_casualties","estimated_dollar_loss","extent_of_fire","fire_alarm_system_presence","ignition_source","smoke_alarm_at_fire_origin","sprinkler_system_operation","time_diff"
"2915",2013-01-28 14:47:34,2013-01-28 14:51:45,"22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,1000,"1 - Confined to object of origin","2 - No Fire alarm system","76 - Lighters (open flame)","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.18333333333333
"2916",2012-07-20 20:49:53,2012-07-20 20:55:58,"59 - Utility Shaft (eg. electrical wiring/phone, etc.)",0,1000,"1 - Confined to object of origin","2 - No Fire alarm system","20 - Service/Utility Lines (includes power/hydro transmission lines)","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",6.08333333333333
"2917",2015-10-24 16:32:59,2015-10-24 16:37:04,"89 - Other Vehicle Area",0,25000,"1 - Confined to object of origin","1 -  Fire alarm system present","81 - Vehicle - Electrical","1 - Floor/suite of fire origin: No smoke alarm","1 - Sprinkler system activated",4.08333333333333
"2918",2013-05-05 20:14:13,2013-05-05 20:19:00,"72 - Court, Patio, Terrace",0,100,"1 - Confined to object of origin","1 -  Fire alarm system present","14 - Open Fired Barbeque - Fixed or Portable","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",4.78333333333333
"2919",2012-07-21 23:09:29,2012-07-21 23:13:21,"64 - Porch or Balcony",1,50,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","3 - Floor/suite of fire origin: Smoke alarm present did not operate","2 - Did not activate: remote from fire",3.86666666666667
"2920",2015-04-21 00:00:20,2015-04-21 00:07:10,"24 - Cooking Area or Kitchen",0,2000,"1 - Confined to object of origin","1 -  Fire alarm system present","14 - Open Fired Barbeque - Fixed or Portable","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",6.83333333333333
"2921",2015-04-21 16:05:00,2015-04-21 16:09:21,"53 - Chimney/Flue Pipe",0,1000,"1 - Confined to object of origin","1 -  Fire alarm system present","40 - Flue Pipe","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.35
"2922",2015-04-21 22:59:35,2015-04-21 23:03:50,"24 - Cooking Area or Kitchen",0,25000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",4.25
"2923",2017-03-19 18:41:49,2017-03-19 18:45:54,"24 - Cooking Area or Kitchen",0,5000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","19 - Other Cooking Items (eg Toaster, Kettle, elec frying pan)","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",4.08333333333333
"2924",2012-07-25 09:56:49,2012-07-25 10:01:42,"24 - Cooking Area or Kitchen",0,10000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","12 - Oven","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",4.88333333333333
"2925",2016-03-27 19:50:06,2016-03-27 19:53:45,"62 - Roof",0,1000,"1 - Confined to object of origin","1 -  Fire alarm system present","73 - Blow Torch, Bunsen Burner","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",3.65
"2926",2012-07-27 14:42:44,2012-07-27 14:47:53,"21 - Living Area (e.g. living, TV, recreation, etc)",0,200,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","3 - Did not activate: fire too small to trigger system",5.15
"2927",2014-08-26 17:23:11,2014-08-26 17:28:08,"24 - Cooking Area or Kitchen",0,0,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","12 - Oven","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",4.95
"2928",2014-12-16 19:11:17,2014-12-16 19:17:15,"21 - Living Area (e.g. living, TV, recreation, etc)",0,5000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","55 - Candle","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",5.96666666666667
"2929",2013-10-18 15:16:42,2013-10-18 15:20:33,"24 - Cooking Area or Kitchen",0,200,"1 - Confined to object of origin","1 -  Fire alarm system present","16 - Deep Fat Fryer","3 - Floor/suite of fire origin: Smoke alarm present did not operate","3 - Did not activate: fire too small to trigger system",3.85
"2930",2012-07-28 22:18:03,2012-07-28 22:22:21,"24 - Cooking Area or Kitchen",0,10000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","12 - Oven","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.3
"2931",2012-07-29 04:56:57,2012-07-29 05:01:18,"22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,25,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.35
"2932",2012-07-30 01:09:18,2012-07-30 01:13:34,"44 - Trash, Rubbish Storage (inc garbage chute room, garbage/industri",0,50,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated",4.26666666666667
"2933",2012-07-30 09:01:13,2012-07-30 09:06:07,"53 - Chimney/Flue Pipe",0,500,"1 - Confined to object of origin","1 -  Fire alarm system present","28 - Cord, Cable for Appliance, Electrical Articles","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",4.9
"2934",2014-08-29 04:16:02,2014-08-29 04:21:39,"25 - Washroom or Bathroom (toilet,restroom/locker room)",0,20000,"1 - Confined to object of origin","2 - No Fire alarm system","96 - Chemical Reaction (eg. spontaneous combustion, etc.)","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",5.61666666666667
"2935",2012-07-31 20:27:09,2012-07-31 20:31:41,"51 - Elevator (includes shaft)",0,2000,"1 - Confined to object of origin","2 - No Fire alarm system","84 - Other Mechanical","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",4.53333333333333
"2936",2016-03-29 10:02:08,2016-03-29 10:05:17,"22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,200,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",3.15
"2937",2014-03-07 18:17:16,2014-03-07 18:21:45,"21 - Living Area (e.g. living, TV, recreation, etc)",0,500,"1 - Confined to object of origin","1 -  Fire alarm system present","55 - Candle","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.48333333333333
"2938",2013-03-09 18:28:23,2013-03-09 18:32:46,"24 - Cooking Area or Kitchen",0,200,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","13 - Microwave","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.38333333333333
"2939",2013-03-14 21:20:40,2013-03-14 21:24:46,"24 - Cooking Area or Kitchen",0,3500,"1 - Confined to object of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",4.1
"2940",2016-03-29 20:00:09,2016-03-29 20:04:20,"27 - Laundry Area",0,1000,"1 - Confined to object of origin","1 -  Fire alarm system present","43 - Clothes Dryer","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.18333333333333
"2941",2016-05-19 16:55:46,2016-05-19 17:00:36,"24 - Cooking Area or Kitchen",0,100,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.83333333333333
"2942",2017-05-24 09:03:50,2017-05-24 09:10:37,"24 - Cooking Area or Kitchen",0,500,"1 - Confined to object of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",6.78333333333333
"2943",2017-02-25 00:12:24,2017-02-25 00:17:58,"52 - HVAC Equipment Room (furnace room, water heater closet, boiler)",0,5000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","32 - Water Heater","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",5.56666666666667
"2944",2013-02-18 22:23:38,2013-02-18 22:28:04,"27 - Laundry Area",0,1000,"1 - Confined to object of origin","2 - No Fire alarm system","43 - Clothes Dryer","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.43333333333333
"2945",2015-07-18 08:22:42,2015-07-18 08:29:02,"24 - Cooking Area or Kitchen",2,5000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",6.33333333333333
"2946",2013-02-22 10:47:56,2013-02-22 10:53:34,"24 - Cooking Area or Kitchen",0,500,"1 - Confined to object of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",5.63333333333333
"2947",2014-03-07 13:23:08,2014-03-07 13:27:29,"59 - Utility Shaft (eg. electrical wiring/phone, etc.)",0,0,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","79 - Other Open Flame Tools/Smokers' Articles","1 - Floor/suite of fire origin: No smoke alarm","2 - Did not activate: remote from fire",4.35
"2948",2014-12-20 18:00:19,2014-12-20 18:04:38,"24 - Cooking Area or Kitchen",0,4000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.31666666666667
"2949",2016-01-08 16:33:55,2016-01-08 16:38:40,"24 - Cooking Area or Kitchen",0,3000,"1 - Confined to object of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",4.75
"2950",2016-11-11 07:46:41,2016-11-11 07:53:22,"24 - Cooking Area or Kitchen",0,1000,"1 - Confined to object of origin","1 -  Fire alarm system present","16 - Deep Fat Fryer","1 - Floor/suite of fire origin: No smoke alarm","3 - Did not activate: fire too small to trigger system",6.68333333333333
"2951",2015-10-30 09:44:46,2015-10-30 09:47:17,"83 - Electrical Systems",0,50,"1 - Confined to object of origin","1 -  Fire alarm system present","24 - Circuit Wiring - Copper","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",2.51666666666667
"2952",2012-08-06 12:49:26,2012-08-06 12:53:53,"27 - Laundry Area",0,10000,"1 - Confined to object of origin","1 -  Fire alarm system present","43 - Clothes Dryer","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.45
"2953",2016-05-29 23:08:03,2016-05-29 23:12:59,"42 - Garage",0,400,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","96 - Chemical Reaction (eg. spontaneous combustion, etc.)","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",4.93333333333333
"2954",2016-12-17 22:35:21,2016-12-17 22:40:09,"12 - Hallway, Corridor",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","51 - Incandescent Lamp - Light Bulb, Spotlight","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",4.8
"2955",2013-05-17 20:41:08,2013-05-17 20:44:38,"81 - Engine Area",0,5000,"1 - Confined to object of origin","2 - No Fire alarm system","81 - Vehicle - Electrical","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",3.5
"2956",2012-08-03 16:21:11,2012-08-03 16:25:21,"24 - Cooking Area or Kitchen",0,150,"1 - Confined to object of origin","1 -  Fire alarm system present","12 - Oven","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.16666666666667
"2957",2013-10-23 13:00:50,2013-10-23 13:06:37,"24 - Cooking Area or Kitchen",0,4000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire",5.78333333333333
"2958",2013-10-24 12:24:28,2013-10-24 12:28:43,"47 - Shipping/Receiving/Loading Platform",0,1500,"1 - Confined to object of origin","1 -  Fire alarm system present","23 - Distribution Equipment (includes panel boards, fuses, circuit br","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","2 - Did not activate: remote from fire",4.25
"2959",2016-07-17 22:43:11,2016-07-17 22:46:15,"24 - Cooking Area or Kitchen",0,100,"1 - Confined to object of origin","2 - No Fire alarm system","12 - Oven","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",3.06666666666667
"2960",2014-08-31 12:57:15,2014-08-31 13:01:36,"24 - Cooking Area or Kitchen",0,1500,"1 - Confined to object of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.35
"2961",2014-08-31 22:39:18,2014-08-31 22:43:54,"22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,30000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","49 - Other Appliances","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",4.6
"2962",2014-09-01 12:25:20,2014-09-01 12:31:12,"81 - Engine Area",0,25000,"1 - Confined to object of origin","2 - No Fire alarm system","82 - Vehicle - Mechanical","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",5.86666666666667
